ID,Date,Time,Product,Price_INR,Stock_In,Sold_Today,Weekly_Sold,Monthly_Sold,Stock_Left
840,2025-08-04,00:45:00,Tea Powder,108.95,231,11,143,406,220
841,2025-11-05,20:53:00,Biscuits,28.44,130,67,149,348,63
842,2025-09-13,19:50:00,Cheese,86.39,123,11,129,667,112
843,2025-11-26,19:57:00,Milk,53.3,117,43,284,799,74
844,2025-08-01,04:49:00,Dal,86.4,70,66,244,399,4
845,2025-01-26,06:29:00,Eggs,6.98,287,14,20,358,273
846,2025-03-01,18:21:00,Curd,35.59,43,6,144,948,37
847,2025-01-16,16:36:00,Tea Powder,130.75,127,41,97,314,86
848,2025-07-09,04:34:00,Tea Powder,117.57,245,15,89,261,230
849,2025-07-07,03:07:00,Rice,56.04,283,13,70,645,270
850,2025-08-06,18:17:00,Biscuits,23.38,165,73,140,335,92
851,2025-08-01,21:39:00,Butter,65.14,296,56,73,226,240
852,2025-11-18,16:57:00,Milk,55.58,74,49,67,175,25
853,2025-09-25,21:11:00,Shampoo,156.04,248,78,174,513,170
854,2025-05-16,14:45:00,Coffee,196.13,293,10,251,1044,283
855,2025-04-01,07:05:00,Toothpaste,101.5,259,12,133,470,247
856,2025-11-18,13:14:00,Toothpaste,104.59,93,78,149,541,15
857,2025-05-06,12:44:00,Soap,42.91,189,41,162,681,148
858,2025-02-14,22:30:00,Milk,48.27,265,59,280,474,206
859,2025-08-27,07:38:00,Tea Powder,125.24,280,13,121,978,267
860,2025-08-11,19:35:00,Cheese,100.92,174,68,191,621,106
861,2025-10-10,13:15:00,Bananas,58.04,300,20,148,561,280
862,2025-08-21,22:13:00,Butter,64.0,240,55,205,1031,185
863,2025-06-11,13:11:00,Coffee,191.82,59,47,290,1038,12
864,2025-11-29,12:07:00,Bananas,57.64,257,41,188,307,216
865,2025-05-01,14:19:00,Toothpaste,104.79,55,38,70,791,17
866,2025-09-17,00:20:00,Chicken,245.66,51,5,65,921,46
867,2025-01-01,11:48:00,Bread,37.47,96,57,198,516,39
868,2025-11-02,14:12:00,Soap,36.15,182,38,188,1021,144
869,2025-10-25,02:45:00,Tea Powder,137.48,196,11,165,193,185
870,2025-12-15,18:25:00,Chicken,266.86,170,7,106,688,163
871,2025-01-01,21:45:00,Curd,36.4,203,14,239,547,189
872,2025-06-10,22:27:00,Milk,55.93,221,80,166,914,141
873,2025-10-05,12:24:00,Soap,38.33,128,22,148,310,106
874,2025-09-20,21:53:00,Eggs,7.92,233,19,97,803,214
875,2025-04-03,00:00:00,Bread,36.72,28,4,193,711,24
876,2025-04-04,00:05:00,Shampoo,135.47,232,58,291,1118,174
877,2025-10-18,22:39:00,Chicken,226.79,280,54,200,1059,226
878,2025-09-20,23:22:00,Toothpaste,87.99,237,77,83,694,160
879,2025-06-11,22:45:00,Cooking Oil,169.2,230,69,221,616,161
880,2025-01-27,04:36:00,Curd,35.73,208,14,167,680,194
881,2025-04-08,07:46:00,Butter,62.8,163,59,196,296,104
882,2025-03-02,17:15:00,Dal,89.59,59,43,210,782,16
883,2025-08-02,15:39:00,Bananas,50.23,195,68,272,303,127
884,2025-11-07,06:32:00,Cooking Oil,185.87,189,53,148,985,136
885,2025-07-17,18:10:00,Tea Powder,109.06,175,72,143,225,103
886,2025-04-26,18:36:00,Cooking Oil,150.63,169,79,90,403,90
887,2025-02-26,15:08:00,Cooking Oil,169.36,162,32,70,720,130
888,2025-07-08,05:54:00,Salt,21.21,77,77,126,751,0
889,2025-11-02,05:23:00,Bread,44.08,153,30,159,364,123
890,2025-01-23,22:21:00,Dal,100.85,94,76,320,1181,18
891,2025-12-05,21:48:00,Bread,45.94,216,30,204,674,186
892,2025-05-25,06:36:00,Rice,67.18,196,6,175,465,190
893,2025-02-06,04:10:00,Cheese,96.52,263,38,164,948,225
894,2025-06-09,20:24:00,Apples,149.92,219,60,132,300,159
895,2025-10-25,02:00:00,Dal,85.55,249,48,226,569,201
896,2025-01-29,08:06:00,Dal,99.39,201,55,216,903,146
897,2025-08-18,00:17:00,Salt,21.27,70,32,204,822,38
898,2025-11-12,02:49:00,Soap,40.62,143,75,277,496,68
899,2025-08-19,16:43:00,Dal,94.39,112,40,185,215,72
900,2025-02-16,17:00:00,Milk,52.15,288,13,193,669,275
901,2025-05-31,02:46:00,Biscuits,24.27,118,4,15,669,114
902,2025-02-09,03:38:00,Butter,61.72,131,76,244,388,55
903,2025-03-01,07:54:00,Cheese,99.86,212,72,282,491,140
904,2025-05-07,02:16:00,Cheese,92.5,58,40,161,464,18
905,2025-08-10,02:16:00,Shampoo,136.37,57,17,220,303,40
906,2025-09-23,14:21:00,Soap,43.66,152,33,83,554,119
907,2025-12-03,00:59:00,Butter,55.11,221,22,192,715,199
908,2025-04-09,13:34:00,Cheese,103.76,131,78,247,375,53
909,2025-06-27,03:06:00,Toothpaste,83.6,56,36,227,503,20
910,2025-01-14,03:57:00,Toothpaste,94.25,20,1,176,595,19
911,2025-04-14,19:44:00,Salt,21.61,220,73,78,625,147
912,2025-11-23,17:27:00,Cooking Oil,165.16,55,34,96,119,21
913,2025-11-26,10:07:00,Soap,39.59,203,42,221,551,161
914,2025-02-08,00:40:00,Soap,43.67,66,46,187,1080,20
915,2025-02-25,06:53:00,Coffee,182.68,168,25,75,662,143
916,2025-09-20,14:42:00,Curd,33.17,219,13,179,904,206
917,2025-11-29,10:05:00,Biscuits,28.03,244,24,64,120,220
918,2025-01-18,15:46:00,Eggs,8.04,142,62,166,250,80
919,2025-07-30,09:31:00,Apples,144.69,250,2,16,383,248
920,2025-08-19,21:50:00,Curd,37.81,227,15,74,920,212
921,2025-11-10,05:43:00,Dal,98.34,294,19,213,826,275
922,2025-02-19,12:02:00,Sugar,48.77,270,2,127,780,268
923,2025-06-16,00:44:00,Curd,37.18,27,5,171,242,22
924,2025-03-08,18:29:00,Tea Powder,126.34,52,52,266,394,0
925,2025-12-06,17:38:00,Cheese,104.48,132,8,218,445,124
926,2025-08-19,15:51:00,Shampoo,160.8,225,41,76,796,184
927,2025-04-05,02:20:00,Bananas,61.0,129,5,161,358,124
928,2025-02-13,11:07:00,Coffee,174.33,232,21,204,602,211
929,2025-04-23,23:28:00,Apples,134.53,40,8,38,868,32
930,2025-09-15,02:49:00,Chicken,225.47,269,10,16,43,259
931,2025-03-03,04:45:00,Rice,65.9,165,53,235,1081,112
932,2025-03-28,23:13:00,Cooking Oil,154.4,158,66,186,627,92
933,2025-04-30,11:39:00,Sugar,48.28,112,63,224,334,49
934,2025-08-26,19:26:00,Tea Powder,108.14,140,24,59,621,116
935,2025-09-05,09:55:00,Cheese,103.58,296,64,125,620,232
936,2025-07-09,00:03:00,Eggs,6.64,96,60,192,392,36
937,2025-01-30,18:03:00,Rice,65.8,165,26,142,419,139
938,2025-11-06,16:02:00,Coffee,166.7,46,34,84,265,12
939,2025-11-28,11:32:00,Milk,48.31,140,56,212,825,84
940,2025-10-14,09:12:00,Coffee,195.62,186,29,233,365,157
941,2025-06-05,19:06:00,Coffee,172.67,231,25,126,371,206
942,2025-11-18,20:37:00,Butter,59.22,243,18,78,722,225
943,2025-05-02,21:24:00,Toothpaste,91.39,254,24,190,577,230
944,2025-05-19,09:21:00,Salt,20.5,50,17,56,189,33
945,2025-11-10,09:26:00,Toothpaste,86.74,195,28,259,581,167
946,2025-04-18,08:50:00,Chicken,263.67,107,73,219,1114,34
947,2025-03-01,08:26:00,Sugar,50.14,270,27,183,687,243
948,2025-07-10,21:00:00,Toothpaste,99.59,146,31,119,583,115
949,2025-06-02,03:57:00,Bananas,62.25,96,73,307,332,23
950,2025-01-31,12:02:00,Shampoo,166.43,278,4,117,680,274
951,2025-11-24,12:51:00,Soap,41.78,70,57,188,454,13
952,2025-01-09,19:44:00,Butter,62.81,131,16,112,434,115
953,2025-03-04,06:01:00,Sugar,45.9,176,20,205,695,156
954,2025-01-17,23:29:00,Bananas,55.88,90,51,103,931,39
955,2025-11-14,07:45:00,Biscuits,26.46,56,24,257,984,32
956,2025-12-29,18:02:00,Coffee,175.35,158,78,221,830,80
957,2025-02-25,14:39:00,Eggs,7.84,48,32,279,989,16
958,2025-02-05,12:07:00,Biscuits,24.89,258,79,94,488,179
959,2025-04-30,23:41:00,Biscuits,25.99,54,35,221,1033,19
960,2025-04-05,19:21:00,Eggs,6.72,78,61,254,1044,17
961,2025-05-24,13:48:00,Bananas,59.74,135,41,136,429,94
962,2025-10-17,01:17:00,Dal,80.4,210,44,164,681,166
963,2025-12-26,21:53:00,Dal,81.9,292,68,303,622,224
964,2025-09-09,15:51:00,Toothpaste,98.29,53,12,245,733,41
965,2025-02-25,01:25:00,Butter,65.22,167,9,41,229,158
966,2025-03-18,19:44:00,Salt,20.61,97,26,164,826,71
967,2025-07-20,11:26:00,Milk,59.4,297,16,142,517,281
968,2025-10-31,08:47:00,Shampoo,153.87,169,24,45,87,145
969,2025-12-22,01:41:00,Sugar,44.28,195,41,170,797,154
970,2025-11-01,07:29:00,Dal,85.89,87,39,87,915,48
971,2025-06-05,03:30:00,Salt,21.85,167,6,48,429,161
972,2025-11-08,13:10:00,Tea Powder,126.56,102,68,146,352,34
973,2025-04-16,02:10:00,Rice,59.49,41,20,172,321,21
974,2025-06-28,02:23:00,Toothpaste,87.04,37,20,113,284,17
975,2025-11-03,11:34:00,Biscuits,28.6,293,38,74,119,255
976,2025-12-08,06:49:00,Soap,35.58,254,40,84,108,214
977,2025-12-13,17:21:00,Apples,148.65,171,60,294,610,111
978,2025-04-11,17:51:00,Bananas,57.27,246,43,224,359,203
979,2025-01-28,16:08:00,Cooking Oil,176.47,79,39,50,481,40
980,2025-05-31,18:28:00,Chicken,237.44,187,7,167,843,180
981,2025-12-26,17:14:00,Eggs,7.67,162,25,35,140,137
982,2025-11-01,10:43:00,Apples,149.5,64,50,104,626,14
983,2025-12-16,13:03:00,Coffee,202.88,204,50,92,845,154
984,2025-09-10,16:24:00,Shampoo,144.02,165,44,138,473,121
985,2025-03-02,03:13:00,Toothpaste,99.54,247,53,263,736,194
986,2025-04-23,03:51:00,Tea Powder,129.84,237,53,93,968,184
987,2025-03-01,02:09:00,Bananas,52.36,263,67,157,244,196
988,2025-09-14,20:05:00,Bananas,49.59,159,53,102,691,106
989,2025-04-04,19:12:00,Toothpaste,87.08,215,37,183,705,178
990,2025-07-26,11:53:00,Curd,36.62,272,71,265,759,201
991,2025-01-19,15:50:00,Sugar,40.53,154,38,287,962,116
992,2025-03-27,02:41:00,Cooking Oil,175.97,167,53,103,626,114
993,2025-01-20,18:07:00,Sugar,49.1,272,8,166,949,264
994,2025-11-25,08:36:00,Biscuits,25.23,152,80,260,767,72
995,2025-09-13,02:32:00,Cheese,102.91,28,27,98,284,1
996,2025-02-10,06:09:00,Bananas,53.9,89,45,91,165,44
997,2025-09-04,21:26:00,Salt,23.3,202,6,85,403,196
998,2025-02-22,18:32:00,Dal,83.46,113,12,170,960,101
999,2025-08-09,13:55:00,Rice,60.7,174,34,214,948,140
1000,2025-03-07,18:34:00,Biscuits,26.13,93,1,41,591,92
1001,2025-09-12,23:49:00,Tea Powder,122.55,194,20,51,294,174
1002,2025-12-10,23:14:00,Bread,44.32,289,68,255,839,221
1003,2025-10-13,05:29:00,Cheese,107.26,79,16,257,294,63
1004,2025-08-27,01:19:00,Cooking Oil,177.01,91,56,288,919,35
1005,2025-08-22,20:11:00,Dal,94.82,34,7,68,219,27
1006,2025-06-05,00:19:00,Bread,37.25,86,10,123,850,76
1007,2025-02-23,09:01:00,Cheese,103.9,240,5,60,190,235
1008,2025-12-17,20:37:00,Curd,32.02,80,32,48,135,48
1009,2025-01-08,08:48:00,Tea Powder,110.9,83,77,134,755,6
1010,2025-05-07,11:42:00,Eggs,6.92,66,18,239,1023,48
1011,2025-08-26,18:22:00,Salt,20.68,276,78,144,681,198
1012,2025-02-16,23:06:00,Bananas,60.77,27,16,76,828,11
1013,2025-07-12,17:10:00,Eggs,7.88,295,0,190,311,295
1014,2025-12-11,12:54:00,Eggs,7.54,207,75,127,597,132
1015,2025-05-04,19:53:00,Cheese,93.93,214,54,113,659,160
1016,2025-10-06,13:07:00,Sugar,49.07,180,15,139,271,165
1017,2025-04-04,02:31:00,Dal,95.97,167,71,260,321,96
1018,2025-08-13,07:31:00,Butter,53.88,165,58,216,989,107
1019,2025-10-31,09:14:00,Tea Powder,124.62,168,54,107,1004,114
1020,2025-11-22,01:43:00,Butter,57.53,26,21,151,859,5
1021,2025-09-28,22:28:00,Cheese,97.91,63,15,56,480,48
1022,2025-03-11,18:47:00,Soap,42.99,106,8,106,329,98
1023,2025-05-18,01:38:00,Coffee,199.98,226,15,79,957,211
1024,2025-12-08,01:17:00,Shampoo,158.22,159,51,147,654,108
1025,2025-10-04,10:31:00,Chicken,246.68,95,58,90,235,37
1026,2025-12-01,09:31:00,Salt,21.07,88,3,33,808,85
1027,2025-02-16,21:31:00,Curd,37.43,111,48,207,922,63
1028,2025-04-15,14:19:00,Coffee,189.99,69,9,183,972,60
1029,2025-12-03,08:50:00,Dal,89.45,170,63,193,729,107
1030,2025-08-23,21:51:00,Salt,24.53,299,2,250,1052,297
1031,2025-10-22,03:56:00,Curd,39.51,216,57,142,1035,159
1032,2025-10-30,10:29:00,Soap,34.54,110,71,244,1062,39
1033,2025-04-23,09:31:00,Tea Powder,120.92,179,49,178,980,130
1034,2025-12-02,05:42:00,Cheese,98.65,296,73,198,705,223
1035,2025-04-18,00:32:00,Apples,127.95,154,63,219,625,91
1036,2025-08-30,03:49:00,Chicken,274.67,184,7,19,643,177
1037,2025-03-29,20:53:00,Curd,34.71,33,21,123,242,12
1038,2025-08-24,22:22:00,Shampoo,145.43,48,42,109,382,6
1039,2025-08-02,09:37:00,Sugar,41.46,53,19,53,418,34
1040,2025-01-14,18:34:00,Rice,60.85,255,54,204,751,201
1041,2025-07-02,08:01:00,Shampoo,155.73,31,20,121,725,11
1042,2025-08-09,10:36:00,Soap,35.13,270,12,193,904,258
1043,2025-08-18,16:31:00,Eggs,7.18,193,21,183,509,172
1044,2025-10-25,23:12:00,Biscuits,25.61,58,53,275,843,5
1045,2025-07-16,12:16:00,Eggs,6.38,225,28,192,972,197
1046,2025-03-07,00:37:00,Butter,57.08,54,36,246,809,18
1047,2025-10-19,21:13:00,Cooking Oil,162.83,59,41,256,585,18
1048,2025-07-25,01:27:00,Dal,93.8,180,25,136,567,155
1049,2025-12-19,03:29:00,Salt,23.49,300,23,253,292,277
1050,2025-05-08,16:36:00,Dal,90.18,259,34,278,951,225
1051,2025-10-24,10:59:00,Apples,145.81,50,33,89,482,17
1052,2025-04-12,04:15:00,Toothpaste,86.26,173,55,165,511,118
1053,2025-05-20,07:54:00,Butter,58.18,166,20,90,813,146
1054,2025-06-11,12:25:00,Chicken,230.31,96,24,36,307,72
1055,2025-11-14,04:31:00,Tea Powder,124.79,243,54,224,281,189
1056,2025-04-20,02:17:00,Eggs,6.54,152,35,208,791,117
1057,2025-01-30,03:46:00,Rice,63.33,30,1,226,331,29
1058,2025-07-23,18:55:00,Coffee,164.86,228,46,222,915,182
1059,2025-09-29,06:53:00,Butter,62.7,91,30,63,667,61
1060,2025-03-24,16:33:00,Dal,93.81,288,32,164,276,256
1061,2025-03-25,19:49:00,Sugar,49.58,188,74,267,686,114
1062,2025-10-17,00:13:00,Sugar,42.12,109,27,102,572,82
1063,2025-06-23,22:55:00,Shampoo,151.87,271,68,168,904,203
1064,2025-08-05,09:34:00,Cheese,95.56,146,35,265,1088,111
1065,2025-09-06,03:30:00,Bread,43.16,177,2,172,812,175
1066,2025-02-07,15:44:00,Curd,39.53,142,32,178,591,110
1067,2025-09-06,01:57:00,Tea Powder,132.37,82,68,294,556,14
1068,2025-09-23,12:00:00,Toothpaste,103.73,221,32,114,226,189
1069,2025-07-23,08:13:00,Sugar,50.17,102,56,222,566,46
1070,2025-01-24,11:17:00,Shampoo,161.91,271,60,253,695,211
1071,2025-10-16,16:56:00,Coffee,203.33,71,20,203,490,51
1072,2025-02-15,15:22:00,Dal,88.46,300,41,162,893,259
1073,2025-02-05,21:41:00,Milk,55.14,247,17,22,452,230
1074,2025-07-28,22:20:00,Eggs,7.31,76,20,88,636,56
1075,2025-10-08,10:50:00,Bread,45.39,251,61,289,1061,190
1076,2025-06-28,06:11:00,Bread,42.87,187,36,91,197,151
1077,2025-09-09,06:11:00,Shampoo,144.76,213,73,135,176,140
1078,2025-06-06,11:58:00,Milk,47.96,256,25,97,835,231
1079,2025-02-04,07:25:00,Rice,65.38,153,19,46,442,134
1080,2025-03-22,10:00:00,Rice,66.94,242,58,274,983,184
1081,2025-03-23,05:14:00,Cooking Oil,177.93,117,34,112,896,83
1082,2025-09-19,03:08:00,Cooking Oil,166.29,125,76,136,999,49
1083,2025-05-10,14:26:00,Tea Powder,113.41,94,3,82,370,91
1084,2025-11-05,04:58:00,Sugar,43.29,254,10,17,517,244
1085,2025-08-10,00:44:00,Bread,39.98,128,49,235,688,79
1086,2025-06-25,06:04:00,Chicken,221.72,50,3,93,353,47
1087,2025-08-31,04:38:00,Cooking Oil,187.25,43,0,69,605,43
1088,2025-09-18,09:19:00,Chicken,274.65,209,16,249,841,193
1089,2025-05-03,18:16:00,Curd,32.99,272,43,272,771,229
1090,2025-03-03,12:20:00,Bread,43.1,241,18,89,228,223
1091,2025-01-31,11:08:00,Coffee,184.46,163,46,288,748,117
1092,2025-06-30,00:39:00,Tea Powder,132.89,155,66,151,617,89
1093,2025-08-04,17:47:00,Rice,71.22,97,71,294,987,26
1094,2025-02-06,15:12:00,Toothpaste,86.22,137,23,37,538,114
1095,2025-04-22,23:45:00,Salt,22.37,79,63,78,550,16
1096,2025-11-28,13:29:00,Biscuits,25.58,95,15,109,224,80
1097,2025-07-14,06:11:00,Eggs,7.76,280,34,183,882,246
1098,2025-05-26,07:37:00,Bananas,63.22,22,16,217,821,6
1099,2025-10-12,14:58:00,Rice,56.99,275,12,244,600,263
1100,2025-07-14,09:43:00,Milk,59.56,82,50,150,774,32
1101,2025-08-10,04:09:00,Cheese,86.19,255,61,182,845,194
1102,2025-01-05,07:21:00,Salt,25.13,251,41,288,1057,210
1103,2025-03-30,14:13:00,Bananas,61.37,164,41,250,326,123
1104,2025-09-18,16:05:00,Butter,57.98,111,30,232,660,81
1105,2025-01-15,08:54:00,Butter,55.22,218,51,128,810,167
1106,2025-03-24,15:19:00,Bread,40.91,241,39,275,996,202
1107,2025-03-31,23:22:00,Chicken,255.93,208,65,121,642,143
1108,2025-09-23,06:30:00,Toothpaste,88.98,236,11,209,661,225
1109,2025-05-08,13:27:00,Biscuits,26.44,67,5,141,510,62
1110,2025-06-03,09:41:00,Toothpaste,98.58,99,63,202,866,36
1111,2025-02-27,15:18:00,Dal,89.5,60,58,268,777,2
1112,2025-04-12,18:08:00,Tea Powder,128.53,173,31,169,626,142
1113,2025-02-02,21:35:00,Tea Powder,110.3,43,32,64,606,11
1114,2025-10-10,06:06:00,Shampoo,147.34,149,45,115,734,104
1115,2025-12-11,00:01:00,Butter,53.85,256,22,228,434,234
1116,2025-02-01,05:05:00,Soap,38.15,172,40,195,956,132
1117,2025-11-04,11:39:00,Toothpaste,101.38,194,23,82,291,171
1118,2025-06-27,08:55:00,Butter,61.96,242,68,77,102,174
1119,2025-03-21,23:00:00,Soap,35.83,264,58,240,674,206
1120,2025-11-29,14:19:00,Chicken,253.11,204,50,260,589,154
1121,2025-03-27,17:08:00,Butter,52.4,77,2,185,397,75
1122,2025-05-24,04:30:00,Milk,55.23,143,55,275,936,88
1123,2025-05-11,15:05:00,Apples,136.53,257,18,144,596,239
1124,2025-03-21,20:10:00,Milk,58.53,247,62,187,227,185
1125,2025-06-15,23:12:00,Toothpaste,89.58,220,6,96,124,214
1126,2025-10-23,02:26:00,Cheese,105.65,168,4,133,562,164
1127,2025-12-17,18:37:00,Cooking Oil,178.39,269,29,216,298,240
1128,2025-01-14,07:27:00,Dal,91.88,52,17,250,933,35
1129,2025-11-20,11:07:00,Shampoo,148.44,197,57,240,706,140
1130,2025-04-21,11:18:00,Milk,56.24,260,44,161,418,216
1131,2025-05-31,07:37:00,Dal,99.2,193,77,300,1182,116
1132,2025-03-31,20:56:00,Toothpaste,89.55,219,53,271,980,166
1133,2025-11-19,18:51:00,Biscuits,28.57,102,79,137,446,23
1134,2025-11-26,23:08:00,Butter,54.71,100,77,207,330,23
1135,2025-12-04,09:19:00,Shampoo,139.01,44,1,97,384,43
1136,2025-04-19,14:11:00,Biscuits,27.67,277,4,215,300,273
1137,2025-10-22,07:07:00,Coffee,189.79,81,71,133,651,10
1138,2025-08-21,15:50:00,Salt,21.75,43,35,108,282,8
1139,2025-03-13,10:45:00,Dal,80.31,244,58,278,1071,186
1140,2025-03-14,14:50:00,Cheese,100.0,72,71,86,625,1
1141,2025-04-25,08:40:00,Cheese,88.3,125,46,91,856,79
1142,2025-10-29,17:48:00,Tea Powder,123.18,70,19,189,581,51
1143,2025-04-05,09:07:00,Coffee,200.19,244,53,254,1061,191
1144,2025-06-17,19:53:00,Milk,57.32,194,36,170,365,158
1145,2025-07-01,22:23:00,Butter,62.57,232,46,212,912,186
1146,2025-04-14,19:48:00,Sugar,48.98,235,29,69,910,206
1147,2025-10-10,13:58:00,Shampoo,145.34,254,66,274,992,188
1148,2025-01-21,15:28:00,Biscuits,23.41,25,22,233,782,3
1149,2025-02-28,05:21:00,Butter,56.76,104,55,75,497,49
1150,2025-04-14,09:57:00,Curd,36.53,286,37,149,580,249
1151,2025-07-28,02:46:00,Apples,151.99,196,1,217,523,195
1152,2025-04-11,14:44:00,Dal,88.09,125,69,233,1060,56
1153,2025-10-30,04:44:00,Chicken,236.72,227,25,255,583,202
1154,2025-01-26,13:34:00,Butter,57.05,84,66,209,519,18
1155,2025-03-05,16:32:00,Eggs,7.27,286,43,241,911,243
1156,2025-01-17,07:01:00,Rice,69.6,296,75,146,413,221
1157,2025-10-16,22:32:00,Tea Powder,111.31,50,23,94,756,27
1158,2025-08-31,07:07:00,Dal,80.25,83,57,138,744,26
1159,2025-11-06,16:21:00,Milk,59.58,293,76,140,518,217
1160,2025-07-14,13:42:00,Tea Powder,131.54,91,48,186,961,43
1161,2025-03-14,04:20:00,Sugar,46.31,118,46,167,287,72
1162,2025-10-18,22:53:00,Bread,40.12,67,7,120,273,60
1163,2025-05-27,23:28:00,Cooking Oil,151.72,289,51,206,798,238
1164,2025-09-27,20:55:00,Dal,85.0,275,54,171,896,221
1165,2025-10-12,22:52:00,Cooking Oil,155.22,278,16,145,893,262
1166,2025-03-30,15:45:00,Toothpaste,94.6,290,15,197,434,275
1167,2025-11-20,11:02:00,Toothpaste,99.97,209,15,174,1066,194
1168,2025-03-17,15:07:00,Shampoo,143.9,168,5,143,319,163
1169,2025-09-11,22:19:00,Cheese,109.04,175,37,166,214,138
1170,2025-04-08,08:50:00,Bread,41.9,44,19,251,561,25
1171,2025-05-06,07:52:00,Eggs,7.59,21,3,148,525,18
1172,2025-01-31,20:26:00,Butter,59.18,178,72,192,557,106
1173,2025-11-21,18:53:00,Soap,41.04,87,17,151,822,70
1174,2025-11-04,11:42:00,Toothpaste,93.13,186,11,220,879,175
1175,2025-10-07,23:24:00,Chicken,229.97,222,43,186,252,179
1176,2025-07-09,16:41:00,Toothpaste,84.84,104,3,154,819,101
1177,2025-03-26,20:41:00,Tea Powder,124.78,118,79,222,832,39
1178,2025-12-23,12:12:00,Curd,38.07,277,2,37,731,275
1179,2025-05-04,00:01:00,Apples,135.62,125,31,248,990,94
1180,2025-10-31,14:05:00,Bananas,60.6,184,51,206,272,133
1181,2025-01-17,05:21:00,Cooking Oil,166.53,232,3,228,788,229
1182,2025-09-19,02:16:00,Coffee,166.1,70,69,117,429,1
1183,2025-05-06,00:16:00,Bread,43.68,98,39,287,724,59
1184,2025-02-10,13:39:00,Rice,70.7,112,3,190,269,109
1185,2025-09-24,12:06:00,Tea Powder,117.6,231,41,112,516,190
1186,2025-02-05,17:12:00,Cheese,91.19,141,63,198,988,78
1187,2025-09-21,04:07:00,Dal,85.12,182,59,205,641,123
1188,2025-11-27,20:01:00,Butter,58.11,139,2,75,662,137
1189,2025-03-11,15:15:00,Bananas,59.99,84,38,188,624,46
1190,2025-02-27,14:54:00,Toothpaste,97.42,124,18,118,691,106
1191,2025-06-17,16:34:00,Rice,70.57,251,5,10,862,246
1192,2025-07-17,19:41:00,Toothpaste,105.16,20,1,244,757,19
1193,2025-06-21,14:53:00,Salt,23.54,199,80,139,758,119
1194,2025-07-12,09:02:00,Dal,82.75,293,72,94,421,221
1195,2025-09-28,04:44:00,Butter,53.98,91,71,147,609,20
1196,2025-12-11,22:51:00,Eggs,6.86,195,33,230,974,162
1197,2025-07-06,17:15:00,Toothpaste,98.03,184,43,101,591,141
1198,2025-08-13,13:01:00,Chicken,270.84,88,0,160,667,88
1199,2025-01-07,20:43:00,Milk,49.06,270,50,192,295,220
1200,2025-01-22,11:57:00,Butter,64.27,247,15,110,962,232
1201,2025-09-02,16:24:00,Soap,35.88,24,3,126,525,21
1202,2025-10-31,19:00:00,Eggs,6.69,30,24,100,816,6
1203,2025-05-12,01:05:00,Biscuits,27.6,175,28,92,617,147
1204,2025-01-26,10:17:00,Biscuits,25.58,127,0,55,915,127
1205,2025-03-18,01:55:00,Soap,36.83,276,63,111,696,213
1206,2025-05-01,03:04:00,Eggs,7.33,53,8,79,682,45
1207,2025-12-24,10:46:00,Sugar,49.3,118,2,184,898,116
1208,2025-06-22,23:43:00,Apples,145.6,252,0,245,702,252
1209,2025-08-09,20:27:00,Curd,38.89,228,35,71,787,193
1210,2025-11-15,20:31:00,Dal,87.15,42,14,31,335,28
1211,2025-12-30,19:28:00,Shampoo,141.96,220,24,114,217,196
1212,2025-01-18,15:47:00,Bananas,52.6,236,9,248,523,227
1213,2025-04-23,14:21:00,Eggs,6.84,69,3,130,592,66
1214,2025-08-17,13:53:00,Milk,50.06,75,60,126,494,15
1215,2025-08-17,01:33:00,Curd,38.45,57,49,207,861,8
1216,2025-03-07,15:40:00,Toothpaste,93.07,83,10,30,84,73
1217,2025-08-03,04:56:00,Soap,42.25,53,50,87,170,3
1218,2025-02-07,17:19:00,Toothpaste,96.85,241,8,39,752,233
1219,2025-02-05,23:18:00,Curd,38.94,225,12,175,965,213
1220,2025-06-09,11:55:00,Shampoo,152.23,25,14,117,612,11
1221,2025-03-11,11:21:00,Shampoo,154.1,33,29,166,522,4
1222,2025-05-12,17:06:00,Bananas,50.91,54,37,244,1124,17
1223,2025-03-28,08:40:00,Eggs,7.19,201,53,181,943,148
1224,2025-10-31,20:11:00,Chicken,230.59,42,3,40,379,39
1225,2025-10-25,20:32:00,Bananas,62.7,203,39,193,767,164
1226,2025-04-11,23:30:00,Bread,39.09,195,37,136,164,158
1227,2025-04-10,01:03:00,Dal,84.42,47,27,120,340,20
1228,2025-05-18,17:50:00,Eggs,6.42,116,60,242,970,56
1229,2025-08-15,09:54:00,Toothpaste,96.1,191,78,159,607,113
1230,2025-04-22,02:06:00,Coffee,182.44,41,31,92,115,10
1231,2025-06-07,12:29:00,Sugar,47.52,142,61,254,1060,81
1232,2025-09-14,22:13:00,Coffee,180.01,23,11,18,113,12
1233,2025-01-21,19:35:00,Biscuits,23.22,168,56,110,776,112
1234,2025-09-04,00:02:00,Bananas,62.91,121,25,102,300,96
1235,2025-06-29,04:46:00,Sugar,42.46,145,22,77,119,123
1236,2025-06-29,01:58:00,Rice,57.37,90,48,220,1046,42
1237,2025-08-20,08:59:00,Cheese,90.49,253,30,129,977,223
1238,2025-04-28,07:33:00,Biscuits,28.61,242,8,43,210,234
1239,2025-05-10,19:12:00,Bread,41.33,211,40,198,657,171
1240,2025-02-01,20:48:00,Sugar,47.43,116,68,148,976,48
